Applicant,BLA Number,Proprietary Name,Proper Name,BLA Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Ref. Product Proper Name,Supplement Number,Submission Type,License Number,Product Number,Center,Orphan Exclusivity Exp. Date,Approval_Status,Approval_Status_binary
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),5,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,3.0,CBER,15-Jul-28,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),5,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,4.0,CBER,15-Jul-28,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),5,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,124,Supplement,7.4067107301776405,5.0,CBER,15-Jul-28,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),10,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,234,Supplement,7.4067107301776405,6.0,CBER,15-Jul-28,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),10,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,234,Supplement,7.4067107301776405,7.0,CBER,15-Jul-28,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),10,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,234,Supplement,7.4067107301776405,8.0,CBER,15-Jul-28,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125062.0,Other,Immune Globulin Intravenous (Human),351(a),10,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,234,Supplement,7.4067107301776405,8.5,CBER,15-Jul-28,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125063.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,1.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125063.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,2.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125063.0,Other,Other,351(a),250,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,3.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125063.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,4.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125063.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,135,Supplement,7.549082710812286,5.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125063.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,279,Supplement,7.549082710812286,6.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125063.0,Other,Other,351(a),4,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,948,Supplement,7.549082710812286,7.0,CBER,24-Mar-02,Approved,1
CSL Behring AG,125070.0,Other,Rho(D) Immune Globulin Intravenous (Human),351(a),485,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,0,Original,7.4770384723196965,1.0,CBER,24-Mar-02,Approved,1
CSL Behring AG,125070.0,Other,Rho(D) Immune Globulin Intravenous (Human),351(a),485,Injection,Intravenous,Pre-Filled Syringe,Rx,Licensed, ,0,Original,7.4770384723196965,2.0,CBER,24-Mar-02,Approved,1
"Instituto Grifols, S.A.",125077.0,Other,Immune Globulin Intravenous (Human),351(a),0,Injection,Intravenous,Single-Dose Vial,Disc,Licensed, ,0,Original,7.074963197966044,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
"Instituto Grifols, S.A.",125077.0,Other,Immune Globulin Intravenous (Human),351(a),2,Injection,Intravenous,Single-Dose Vial,Disc,Licensed, ,0,Original,7.074963197966044,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
"Instituto Grifols, S.A.",125077.0,Other,Immune Globulin Intravenous (Human),351(a),5,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.074963197966044,3.0,CBER,24-Mar-02,Approved,1
"Instituto Grifols, S.A.",125077.0,Other,Immune Globulin Intravenous (Human),351(a),10,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.074963197966044,4.0,CBER,24-Mar-02,Approved,1
"Instituto Grifols, S.A.",125077.0,Other,Immune Globulin Intravenous (Human),351(a),20,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,47,Supplement,7.074963197966044,5.0,CBER,24-Mar-02,Approved,1
"Instituto Grifols, S.A.",125077.0,Other,Immune Globulin Intravenous (Human),351(a),5,Injection,Intravenous,Single-Dose Vial,Disc,Licensed, ,146,Supplement,7.074963197966044,6.0,CBER,24-Mar-02,Rejected or Not Approved,0
"Instituto Grifols, S.A.",125077.0,Other,Immune Globulin Intravenous (Human),351(a),10,Injection,Intravenous,Single-Dose Vial,Disc,Licensed, ,146,Supplement,7.074963197966044,7.0,CBER,24-Mar-02,Rejected or Not Approved,0
"Instituto Grifols, S.A.",125077.0,Other,Immune Globulin Intravenous (Human),351(a),20,Injection,Intravenous,Single-Dose Vial,Disc,Licensed, ,146,Supplement,7.074963197966044,8.0,CBER,24-Mar-02,Rejected or Not Approved,0
CSL Behring LLC,125078.0,Other,Alpha-1-Proteinase Inhibitor (Human),351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.477604243197589,1.0,CBER,24-Mar-02,Approved,1
CSL Behring LLC,125078.0,Other,Alpha-1-Proteinase Inhibitor (Human),351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,818,Supplement,7.477604243197589,2.0,CBER,24-Mar-02,Approved,1
CSL Behring LLC,125078.0,Other,Alpha-1-Proteinase Inhibitor (Human),351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,818,Supplement,7.477604243197589,3.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Inc.,125089.0,Other,Other,351(a),48,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125105.0,Other,Other,351(a),10,Injection,"Intravenous, Subcutaneous",Single-Use Bottle,Rx,Licensed, ,0,Original,7.549082710812286,1.0,CBER,Other,Approved,1
GlaxoSmithKline Biologicals,125106.0,Other,Other,351(a),2,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.388946097618437,1.0,CBER,24-Mar-02,Approved,1
GlaxoSmithKline Biologicals,125106.0,Other,Other,351(a),2,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,0,Original,7.388946097618437,2.0,CBER,24-Mar-02,Approved,1
Merck Sharp & Dohme LLC,125108.0,Other,Other,351(a),0,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed, ,0,Original,1.0986122886681098,1.0,CBER,24-Mar-02,Approved,1
Merck Sharp & Dohme LLC,125108.0,Other,Other,351(a),0,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,1128,Supplement,1.0986122886681098,2.0,CBER,24-Mar-02,Approved,1
Other,125109.0,Other,Other,351(a),50,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.642524134232902,1.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Limited,125111.0,Other,Other,351(a),0,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.454141078146678,1.0,CBER,24-Mar-02,Approved,1
CSL Behring GmbH,125115.0,Other,Other,351(a),160,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked, ,0,Original,7.476472381163905,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Merck Sharp & Dohme LLC,125122.0,Other,Other,351(a),2,Suspension,Oral,Other,Rx,Licensed, ,0,Original,1.0986122886681098,1.0,CBER,24-Mar-02,Approved,1
Merck Sharp & Dohme LLC,125123.0,Other,Other,351(a),0,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed, ,0,Original,1.0986122886681098,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Merck Sharp & Dohme LLC,125126.0,Other,Other,351(a),120,Injection,Intramuscular,Other,Disc,Licensed, ,0,Original,1.0986122886681098,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
GlaxoSmithKline Biologicals,125127.0,Other,Influenza Vaccine,351(a),45,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,0,Original,7.388946097618437,1.0,CBER,24-Mar-02,Approved,1
GlaxoSmithKline Biologicals,125127.0,Other,Influenza Vaccine,351(a),60,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,513,Supplement,7.388946097618437,2.0,CBER,24-Mar-02,Approved,1
Sanofi Pasteur Limited,125145.0,Other,Other,351(a),0,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.454141078146678,1.0,CBER,24-Mar-02,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125154.0,Aranesp,Albumin (Human),351(a),12,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,1.0,CBER,24-Mar-02,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125154.0,Aranesp,Albumin (Human),351(a),5,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,2.0,CBER,24-Mar-02,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125154.0,Aranesp,Albumin (Human),351(a),10,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,17,Supplement,7.4067107301776405,3.0,CBER,24-Mar-02,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125154.0,Aranesp,Albumin (Human),351(a),25,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,4.0,CBER,24-Mar-02,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125154.0,Aranesp,Albumin (Human),351(a),25,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,5.0,CBER,24-Mar-02,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125154.0,Aranesp,Albumin (Human),351(a),20,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,17,Supplement,7.4067107301776405,6.0,CBER,24-Mar-02,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125154.0,Aranesp,Albumin (Human),351(a),12,Injection,Intravenous,Single-Use Bottle,Rx,Licensed, ,0,Original,7.4067107301776405,7.0,CBER,24-Mar-02,Approved,1
Other,125158.0,Other,Other,351(a),1,Suspension,Percutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.644919344958857,1.0,CBER,24-Mar-02,Approved,1
ID Biomedical Corporation of Quebec,125163.0,Other,Influenza Vaccine,351(a),45,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed, ,0,Original,7.461640392208575,1.0,CBER,24-Mar-02,Approved,1
ID Biomedical Corporation of Quebec,125163.0,Other,Influenza Vaccine,351(a),15,Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed, ,135,Supplement,7.461640392208575,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
ID Biomedical Corporation of Quebec,125163.0,Other,Influenza Vaccine,351(a),60,Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed, ,253,Supplement,7.461640392208575,3.0,CBER,24-Mar-02,Rejected or Not Approved,0
ID Biomedical Corporation of Quebec,125163.0,Other,Influenza Vaccine,351(a),45,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,279,Supplement,7.461640392208575,4.0,CBER,24-Mar-02,Approved,1
ID Biomedical Corporation of Quebec,125163.0,Other,Influenza Vaccine,351(a),60,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,279,Supplement,7.461640392208575,5.0,CBER,24-Mar-02,Approved,1
Other,125197.0,Other,Other,351(a),50,Injection,Intravenous,Bag,Rx,Licensed, ,0,Original,7.4673710669175595,1.0,CBER,24-Mar-02,Approved,1
CSL Behring AG,125201.0,Other,Other,351(a),20,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.4770384723196965,1.0,CBER,24-Mar-02,Approved,1
CSL Behring AG,125201.0,Other,Other,351(a),10,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.4770384723196965,2.0,CBER,24-Mar-02,Approved,1
CSL Behring AG,125201.0,Other,Other,351(a),5,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.4770384723196965,3.0,CBER,24-Mar-02,Approved,1
CSL Behring AG,125201.0,Other,Other,351(a),2,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,145,Supplement,7.4770384723196965,4.0,CBER,24-Mar-02,Approved,1
CSL Behring AG,125201.0,Other,Other,351(a),40,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,443,Supplement,7.4770384723196965,5.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125234.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,1.0,CBER,Other,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125234.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,2.0,CBER,Other,Approved,1
Sanofi Pasteur Inc.,125244.0,Aranesp,Other,351(a),90,Injection,Intramuscular,Vial,Disc,Licensed, ,0,Original,7.453561871643373,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Omrix Biopharmaceuticals Ltd,125247.0,Other,Other,351(a),2,Solution,Topical,Single-Dose Vial,Disc,Licensed, ,0,Original,7.38025578842646,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
Omrix Biopharmaceuticals Ltd,125247.0,Other,Other,351(a),20,Solution,Topical,Single-Dose Vial,Disc,Licensed, ,0,Original,7.38025578842646,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
Omrix Biopharmaceuticals Ltd,125247.0,Other,Other,351(a),5,Solution,Topical,Single-Dose Vial,Disc,Licensed, ,0,Original,7.38025578842646,3.0,CBER,24-Mar-02,Rejected or Not Approved,0
Omrix Biopharmaceuticals Ltd,125247.0,Other,Other,351(a),485,For Injection,Topical,Other,Rx,Licensed, ,89,Supplement,7.38025578842646,4.0,CBER,24-Mar-02,Approved,1
Baxter Healthcare Corporation,125248.0,Other,Other,351(a),485,For Solution,Topical,Single-Dose Vial,Rx,Licensed, ,0,Original,4.948759890378168,1.0,CBER,24-Mar-02,Approved,1
Baxter Healthcare Corporation,125248.0,Other,Other,351(a),485,For Solution,Topical,Single-Dose Vial,Rx,Licensed, ,7,Supplement,4.948759890378168,2.0,CBER,24-Mar-02,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125251.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,22,Supplement,7.4067107301776405,1.0,CBER,Other,Approved,1
Octapharma Pharmazeutika Produktionsges.m.b.H.,125251.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,22,Supplement,7.4067107301776405,2.0,CBER,Other,Approved,1
Seqirus Pty Ltd.,125254.0,Other,Influenza Vaccine,351(a),30,Injection,Intramuscular,Pre-Filled Syringe,Disc,Licensed,nan,692,Supplement,7.623153068476902,5.0,CBER,24-Mar-02,Rejected or Not Approved,0
GlaxoSmithKline Biologicals,125259.0,Other,Other,351(a),0,Injection,Intramuscular,Pre-Filled Syringe,Disc,Licensed, ,0,Original,7.388946097618437,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
GlaxoSmithKline Biologicals,125260.0,Other,Other,351(a),0,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.388946097618437,1.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),485,For Injection,Intravenous,Pre-Filled Syringe,Rx,Licensed, ,0,Original,1.3862943611198906,1.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,1.3862943611198906,2.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),485,For Injection,Intravenous,Pre-Filled Syringe,Rx,Licensed, ,0,Original,1.3862943611198906,3.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,1.3862943611198906,4.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),250,For Injection,Intravenous,Pre-Filled Syringe,Rx,Licensed, ,0,Original,1.3862943611198906,5.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),250,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,1.3862943611198906,6.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),485,For Injection,Intravenous,Pre-Filled Syringe,Rx,Licensed, ,0,Original,1.3862943611198906,7.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,1.3862943611198906,8.0,CBER,24-Mar-02,Approved,1
Wyeth Pharmaceuticals LLC,125264.0,Other,Other,351(a),485,For Injection,Intravenous,Pre-Filled Syringe,Rx,Licensed, ,492,Supplement,1.3862943611198906,8.5,CBER,24-Mar-02,Approved,1
GlaxoSmithKline Biologicals,125265.0,Other,Other,351(a),1,For Suspension,Oral,Single-Dose Vial,Disc,Licensed, ,0,Original,7.388946097618437,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
GlaxoSmithKline Biologicals,125265.0,Other,Other,351(a),106,Suspension,Oral,Other,Disc,Licensed, ,645,Supplement,7.388946097618437,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
GlaxoSmithKline Biologicals,125265.0,Other,Other,351(a),106,Suspension,Oral,Other,Rx,Licensed, ,645,Supplement,7.388946097618437,3.0,CBER,24-Mar-02,Approved,1
Baxter Healthcare Corporation,125266.0,Other,Fibrin Sealant (Human),351(a),4,Solution,Topical,Pre-Filled Syringe,Rx,Licensed, ,0,Original,4.948759890378168,1.0,CBER,24-Mar-02,Approved,1
Baxter Healthcare Corporation,125266.0,Other,Fibrin Sealant (Human),351(a),10,Solution,Topical,Pre-Filled Syringe,Rx,Licensed, ,0,Original,4.948759890378168,2.0,CBER,24-Mar-02,Approved,1
Baxter Healthcare Corporation,125266.0,Other,Fibrin Sealant (Human),351(a),2,Solution,Topical,Pre-Filled Syringe,Rx,Licensed, ,0,Original,4.948759890378168,3.0,CBER,24-Mar-02,Approved,1
Baxter Healthcare Corporation,125266.0,Other,Fibrin Sealant (Human),351(a),4,For Solution,Topical,Single-Dose Vial,Disc,Licensed, ,0,Original,4.948759890378168,4.0,CBER,24-Mar-02,Rejected or Not Approved,0
Baxter Healthcare Corporation,125266.0,Other,Fibrin Sealant (Human),351(a),10,For Solution,Topical,Single-Dose Vial,Disc,Licensed, ,0,Original,4.948759890378168,5.0,CBER,24-Mar-02,Rejected or Not Approved,0
Baxter Healthcare Corporation,125266.0,Other,Fibrin Sealant (Human),351(a),2,For Solution,Topical,Single-Dose Vial,Disc,Licensed, ,0,Original,4.948759890378168,6.0,CBER,24-Mar-02,Rejected or Not Approved,0
"Takeda Pharmaceuticals U.S.A., Inc.",125267.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,1.0,CBER,Other,Approved,1
Other,125280.0,Other,Other,351(a),0,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,0,Original,7.554858521040676,1.0,CBER,Other,Approved,1
Other,125284.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,0,Original,7.552237287560802,1.0,CBER,Other,Rejected or Not Approved,0
Other,125284.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked, ,134,Supplement,7.552237287560802,2.0,CBER,Other,Rejected or Not Approved,0
Other,125285.0,Other,Influenza Vaccine,351(a),135,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.493317248862145,1.0,CBER,24-Mar-02,Approved,1
Other,125285.0,Other,Influenza Vaccine,351(a),180,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,194,Supplement,7.493317248862145,2.0,CBER,24-Mar-02,Approved,1
Other,125285.0,Other,Influenza Vaccine,351(a),135,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed, ,580,Supplement,7.493317248862145,3.0,CBER,24-Mar-02,Approved,1
CSL Behring GmbH,125287.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.476472381163905,1.0,CBER,Other,Approved,1
Other,125296.0,Aranesp,Other,351(a),4,Tablet,Oral,Bottle,Rx,Licensed, ,0,Original,7.498315870766981,1.0,CBER,24-Mar-02,Approved,1
Seqirus Inc.,125297.0,Other,Influenza Virus Vaccine,351(a),5,Injection,Intramuscular,Other,Disc,Licensed, ,0,Original,7.6255950721324535,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
GlaxoSmithKline Biologicals,125300.0,Other,Other,351(a),0,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,0,Original,7.388946097618437,1.0,CBER,24-Mar-02,Approved,1
GlaxoSmithKline Biologicals,125300.0,Other,Other,351(a),0,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed, ,778,Supplement,7.388946097618437,2.0,CBER,24-Mar-02,Approved,1
CSL Behring GmbH,125317.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.476472381163905,1.0,CBER,Other,Approved,1
Wyeth Pharmaceuticals LLC,125324.0,Other,Other,351(a),0,Injection,Intramuscular,Pre-Filled Syringe,Disc,Licensed, ,0,Original,1.3862943611198906,1.0,CBER,24-Mar-02,Rejected or Not Approved,0
"Takeda Pharmaceuticals U.S.A., Inc.",125325.0,Other,Alpha-1-Proteinase Inhibitor (Human),351(a),1,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.549082710812286,1.0,CBER,24-Mar-02,Approved,1
Bio Products Laboratory Limited,125329.0,Other,Immune Globulin Intravenous (Human),351(a),10,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.502186486602924,1.0,CBER,24-Mar-02,Approved,1
Bio Products Laboratory Limited,125329.0,Other,Immune Globulin Intravenous (Human),351(a),2,Injection,Intravenous,Single-Dose Vial,Disc,Licensed, ,0,Original,7.502186486602924,2.0,CBER,24-Mar-02,Rejected or Not Approved,0
Bio Products Laboratory Limited,125329.0,Other,Immune Globulin Intravenous (Human),351(a),5,Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,0,Original,7.502186486602924,3.0,CBER,24-Mar-02,Approved,1
Bio Products Laboratory Limited,125329.0,Other,Immune Globulin Intravenous (Human),351(a),20,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,85,Supplement,7.502186486602924,4.0,CBER,24-Mar-02,Approved,1
